AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
145.0,791.0,627.0,84.0,3251.0,529.0,2139.0,2031.0,300.0,397.0,1775.0,149.0,526.0,764.0,437.0,1018.0,595.0,923.0,2495.0,5483.0,85.0,118.0,243.0,556.0,1102.0,6156.0,131.0
88.0,804.0,244.0,268.0,972.0,632.0,2166.0,1414.0,1214.0,457.0,1123.0,289.0,674.0,1999.0,378.0,369.0,669.0,584.0,585.0,568.0,586.0,182.0,416.0,692.0,396.0,3408.0,405.0
107.0,846.0,930.0,239.0,3840.0,2258.0,2147.0,1796.0,1531.0,1482.0,1137.0,711.0,976.0,2647.0,1900.0,382.0,1637.0,1551.0,728.0,1612.0,845.0,512.0,1282.0,1298.0,594.0,6235.0,458.0
462.0,857.0,1461.0,435.0,3178.0,3555.0,1458.0,1928.0,1235.0,2805.0,2583.0,386.0,1097.0,2214.0,1218.0,847.0,1248.0,1348.0,2667.0,998.0,272.0,2430.0,1230.0,925.0,1201.0,8555.0,232.0
333.0,509.0,1246.0,226.0,2864.0,2481.0,1605.0,1421.0,173.0,2769.0,3123.0,326.0,955.0,2344.0,1361.0,1414.0,1069.0,2079.0,1545.0,525.0,447.0,740.0,1024.0,1296.0,0.0,12244.0,282.0
64.0,1076.0,1007.0,421.0,2965.0,1792.0,1715.0,1447.0,1184.0,2189.0,2644.0,522.0,1184.0,2120.0,1229.0,1243.0,1185.0,1862.0,2133.0,835.0,271.0,446.0,1176.0,1686.0,1574.0,8338.0,546.0
375.0,851.0,965.0,235.0,3171.0,3153.0,1764.0,1135.0,1024.0,843.0,2607.0,179.0,793.0,1280.0,1541.0,1095.0,518.0,2404.0,1472.0,323.0,716.0,153.0,1248.0,1670.0,1575.0,2013.0,194.0
135.0,680.0,512.0,74.0,1563.0,522.0,2094.0,569.0,0.0,657.0,2325.0,164.0,748.0,724.0,422.0,1672.0,432.0,889.0,864.0,411.0,522.0,26.0,336.0,1038.0,456.0,7649.0,164.0
66.0,634.0,413.0,121.0,1231.0,1408.0,2529.0,1154.0,1661.0,537.0,1343.0,434.0,997.0,1617.0,423.0,513.0,1003.0,1310.0,587.0,841.0,441.0,140.0,446.0,853.0,501.0,2891.0,364.0
253.0,955.0,2740.0,290.0,3675.0,2748.0,2311.0,2156.0,1814.0,1837.0,1271.0,376.0,1428.0,2592.0,1651.0,509.0,897.0,1539.0,2207.0,690.0,643.0,196.0,1399.0,1521.0,922.0,9638.0,436.0
226.0,798.0,915.0,230.0,3582.0,3456.0,1620.0,2138.0,1366.0,851.0,3138.0,608.0,1298.0,1987.0,1542.0,1453.0,1334.0,1407.0,2243.0,550.0,504.0,870.0,1757.0,1467.0,850.0,8657.0,405.0
298.0,869.0,1236.0,239.0,2783.0,1726.0,1363.0,1168.0,1260.0,2384.0,2829.0,590.0,1592.0,1943.0,1270.0,1163.0,1524.0,1709.0,1995.0,1205.0,335.0,1066.0,877.0,1598.0,926.0,8350.0,664.0
303.0,768.0,1189.0,317.0,2867.0,3286.0,1620.0,1352.0,1079.0,1395.0,3222.0,708.0,1240.0,2260.0,1504.0,1333.0,1196.0,2088.0,1119.0,362.0,598.0,629.0,1056.0,1698.0,1297.0,9395.0,430.0
312.0,674.0,723.0,199.0,3002.0,1391.0,1109.0,1032.0,567.0,1680.0,3727.0,228.0,890.0,780.0,1303.0,1270.0,498.0,1285.0,232.0,717.0,496.0,376.0,1230.0,1920.0,1333.0,7780.0,193.0
110.0,697.0,296.0,85.0,1575.0,789.0,2306.0,480.0,283.0,554.0,2038.0,264.0,265.0,795.0,363.0,1100.0,396.0,1740.0,9.0,487.0,232.0,402.0,520.0,1005.0,1585.0,5107.0,175.0
70.0,966.0,886.0,188.0,1128.0,444.0,1572.0,1008.0,777.0,878.0,971.0,473.0,488.0,2061.0,324.0,431.0,797.0,1045.0,2360.0,547.0,322.0,341.0,416.0,784.0,590.0,2610.0,416.0
219.0,709.0,1388.0,333.0,3138.0,2203.0,1370.0,1332.0,966.0,1637.0,1821.0,697.0,639.0,2264.0,1354.0,675.0,1289.0,1781.0,778.0,312.0,478.0,713.0,1337.0,2235.0,946.0,12000.0,308.0
193.0,859.0,1144.0,523.0,2964.0,2395.0,1725.0,1139.0,1175.0,1002.0,3367.0,699.0,618.0,2205.0,1477.0,1384.0,1097.0,1761.0,1627.0,329.0,389.0,716.0,1246.0,1926.0,972.0,6569.0,641.0
193.0,870.0,1081.0,596.0,3380.0,2226.0,2242.0,1766.0,1070.0,1657.0,2460.0,475.0,1181.0,2125.0,1484.0,1131.0,515.0,2281.0,124.0,328.0,737.0,610.0,3105.0,1805.0,1087.0,8872.0,282.0
100.0,519.0,797.0,432.0,2284.0,2006.0,1779.0,1345.0,174.0,1057.0,2801.0,201.0,604.0,1783.0,924.0,1332.0,1511.0,1916.0,657.0,2149.0,463.0,366.0,1366.0,1768.0,662.0,5367.0,255.0
237.0,330.0,1712.0,149.0,1581.0,908.0,1763.0,668.0,50.0,909.0,3604.0,397.0,445.0,537.0,624.0,1086.0,728.0,2232.0,0.0,193.0,0.0,94.0,137.0,982.0,1184.0,4612.0,564.0
93.0,496.0,379.0,120.0,1931.0,406.0,1249.0,478.0,14.0,233.0,2097.0,234.0,1838.0,912.0,411.0,943.0,310.0,1076.0,3294.0,317.0,0.0,219.0,266.0,805.0,2171.0,3022.0,125.0
167.0,228.0,476.0,440.0,1123.0,440.0,1875.0,1094.0,651.0,581.0,1160.0,749.0,1069.0,1997.0,298.0,663.0,670.0,1280.0,2481.0,257.0,684.0,299.0,336.0,1078.0,816.0,1385.0,456.0
238.0,644.0,775.0,260.0,3552.0,3254.0,1789.0,902.0,3821.0,1248.0,1434.0,1503.0,1756.0,1965.0,1164.0,326.0,1539.0,1629.0,4116.0,973.0,841.0,969.0,2391.0,2061.0,1051.0,6235.0,496.0
279.0,729.0,557.0,255.0,6401.0,3309.0,1725.0,1150.0,3428.0,1577.0,3175.0,782.0,1502.0,2109.0,2128.0,941.0,1364.0,2389.0,3502.0,874.0,2302.0,978.0,3233.0,3081.0,1030.0,16777.0,573.0
178.0,849.0,1498.0,178.0,5113.0,1884.0,2222.0,855.0,2741.0,1757.0,3827.0,632.0,2085.0,1785.0,2132.0,1858.0,1170.0,2077.0,2926.0,627.0,1136.0,942.0,1768.0,2726.0,1257.0,12561.0,542.0
236.0,1184.0,1205.0,188.0,4409.0,3688.0,2391.0,1244.0,2731.0,1195.0,4244.0,712.0,1570.0,1671.0,1446.0,1802.0,1040.0,2255.0,3330.0,247.0,793.0,520.0,2166.0,2735.0,1735.0,11211.0,955.0
264.0,1017.0,670.0,136.0,3632.0,1891.0,1773.0,744.0,1413.0,880.0,3281.0,499.0,667.0,540.0,1173.0,1710.0,655.0,1334.0,1414.0,38.0,700.0,435.0,2111.0,2316.0,1132.0,16263.0,847.0
88.0,646.0,369.0,58.0,1780.0,242.0,2145.0,603.0,683.0,328.0,2478.0,288.0,384.0,360.0,430.0,1714.0,540.0,0.0,32.0,331.0,237.0,73.0,661.0,1397.0,339.0,4501.0,339.0
38.0,828.0,616.0,144.0,930.0,343.0,2148.0,979.0,2793.0,694.0,1147.0,641.0,1518.0,1793.0,540.0,666.0,967.0,2408.0,1509.0,1085.0,338.0,414.0,265.0,1408.0,1009.0,3672.0,745.0
349.0,938.0,1039.0,333.0,4204.0,3274.0,2246.0,1288.0,2570.0,1403.0,2927.0,968.0,1890.0,1233.0,1482.0,546.0,1411.0,1392.0,1805.0,679.0,701.0,680.0,2303.0,3633.0,1397.0,12647.0,666.0
234.0,982.0,975.0,276.0,4021.0,3435.0,1616.0,1179.0,2637.0,1706.0,2749.0,876.0,1809.0,1501.0,1723.0,1858.0,1236.0,1527.0,2008.0,618.0,785.0,459.0,2149.0,3230.0,1205.0,13896.0,761.0
207.0,855.0,1047.0,299.0,4296.0,2427.0,2100.0,1239.0,2649.0,1568.0,4021.0,649.0,1684.0,1335.0,1210.0,1837.0,1279.0,2568.0,1995.0,751.0,773.0,561.0,1977.0,3903.0,1470.0,14809.0,546.0
52.0,746.0,800.0,196.0,4524.0,3097.0,1850.0,1406.0,2350.0,1399.0,3691.0,803.0,1540.0,1368.0,1686.0,1632.0,981.0,2624.0,1853.0,1137.0,585.0,707.0,219.0,3169.0,1029.0,13298.0,522.0
305.0,1267.0,837.0,127.0,2772.0,1709.0,1630.0,522.0,571.0,920.0,2879.0,264.0,1073.0,232.0,667.0,1741.0,535.0,1818.0,1718.0,288.0,512.0,428.0,3764.0,2849.0,1011.0,10014.0,1088.0
36.0,1248.0,347.0,44.0,1550.0,402.0,2106.0,441.0,356.0,372.0,2816.0,642.0,289.0,220.0,547.0,1224.0,231.0,1675.0,12.0,196.0,389.0,37.0,584.0,1060.0,311.0,6367.0,564.0
373.0,538.0,262.0,165.0,915.0,199.0,2016.0,960.0,76.0,529.0,942.0,1033.0,1716.0,1772.0,203.0,431.0,1219.0,1260.0,839.0,540.0,123.0,6.0,439.0,907.0,444.0,1533.0,666.0
371.0,573.0,883.0,195.0,3998.0,3004.0,1880.0,994.0,4758.0,1405.0,1985.0,637.0,1959.0,2418.0,1549.0,432.0,1275.0,1853.0,847.0,925.0,1223.0,1102.0,2139.0,3268.0,590.0,15371.0,648.0
323.0,843.0,981.0,319.0,4348.0,2477.0,2042.0,1034.0,3393.0,1572.0,3933.0,786.0,1360.0,2127.0,1311.0,1488.0,1382.0,2599.0,3768.0,619.0,782.0,633.0,2945.0,3253.0,917.0,9676.0,1227.0
230.0,899.0,804.0,417.0,3953.0,1647.0,2034.0,1300.0,3316.0,1606.0,3167.0,887.0,1934.0,1937.0,796.0,1074.0,1290.0,1952.0,1385.0,613.0,704.0,611.0,2274.0,3224.0,1742.0,13405.0,819.0
113.0,823.0,803.0,229.0,4202.0,2463.0,1903.0,1380.0,2456.0,1781.0,4495.0,719.0,1939.0,2340.0,1250.0,1477.0,1181.0,2697.0,1632.0,434.0,665.0,393.0,189.0,2948.0,0.0,9709.0,745.0
122.0,832.0,571.0,175.0,3509.0,1726.0,1921.0,1223.0,788.0,854.0,3400.0,637.0,988.0,543.0,776.0,1241.0,411.0,1161.0,2828.0,0.0,476.0,454.0,4569.0,3167.0,543.0,13352.0,560.0
89.0,865.0,522.0,69.0,1628.0,349.0,1233.0,645.0,191.0,436.0,3204.0,395.0,344.0,509.0,189.0,1268.0,196.0,1739.0,326.0,302.0,144.0,62.0,396.0,1186.0,422.0,5395.0,626.0
32.0,624.0,247.0,191.0,1068.0,385.0,3012.0,1278.0,3419.0,430.0,1148.0,823.0,1666.0,1462.0,284.0,0.0,966.0,1507.0,1166.0,955.0,362.0,557.0,43.0,993.0,281.0,1289.0,758.0
138.0,698.0,908.0,237.0,4670.0,2517.0,1415.0,1409.0,3276.0,1494.0,1476.0,947.0,1798.0,2265.0,1453.0,601.0,1321.0,1570.0,2547.0,198.0,1096.0,573.0,3381.0,2594.0,481.0,11147.0,719.0
236.0,816.0,815.0,165.0,4253.0,1112.0,1700.0,1275.0,3328.0,1205.0,3934.0,1050.0,1941.0,1747.0,1078.0,1393.0,1197.0,1842.0,3047.0,502.0,593.0,691.0,2634.0,2879.0,410.0,15619.0,643.0
249.0,878.0,882.0,214.0,3935.0,2646.0,1986.0,1196.0,3245.0,928.0,4430.0,875.0,1623.0,1983.0,897.0,1467.0,933.0,1882.0,2475.0,392.0,615.0,627.0,2511.0,2631.0,945.0,19274.0,994.0
193.0,603.0,975.0,229.0,4038.0,1369.0,1996.0,1157.0,2475.0,1131.0,3513.0,1108.0,1433.0,1402.0,866.0,1567.0,1043.0,2177.0,1806.0,196.0,612.0,500.0,2582.0,3151.0,415.0,11667.0,1075.0
81.0,844.0,464.0,187.0,3386.0,714.0,1848.0,659.0,393.0,956.0,3086.0,294.0,650.0,959.0,928.0,1364.0,440.0,1927.0,723.0,0.0,364.0,226.0,2303.0,1818.0,476.0,11408.0,511.0
32.0,658.0,671.0,87.0,1651.0,310.0,1453.0,815.0,629.0,573.0,2888.0,589.0,324.0,406.0,445.0,1185.0,237.0,1335.0,3665.0,235.0,185.0,42.0,432.0,879.0,296.0,1963.0,867.0
57.0,204.0,351.0,185.0,1085.0,561.0,2268.0,1279.0,2669.0,555.0,1313.0,968.0,1655.0,1715.0,190.0,225.0,911.0,1273.0,372.0,409.0,395.0,518.0,130.0,786.0,316.0,3172.0,989.0
328.0,763.0,618.0,254.0,3926.0,1576.0,1435.0,1015.0,3322.0,1777.0,2072.0,988.0,1770.0,2141.0,1274.0,605.0,1249.0,1858.0,4829.0,360.0,691.0,318.0,3210.0,2647.0,386.0,8865.0,987.0
213.0,439.0,711.0,254.0,3618.0,1373.0,1592.0,1216.0,2794.0,1386.0,3371.0,820.0,1695.0,2022.0,997.0,1429.0,1364.0,1659.0,3513.0,471.0,798.0,488.0,2674.0,2537.0,368.0,9847.0,954.0
176.0,482.0,743.0,392.0,3937.0,1221.0,1997.0,1079.0,1281.0,1289.0,3904.0,510.0,1480.0,2393.0,951.0,1142.0,697.0,2349.0,2923.0,53.0,426.0,202.0,177.0,2222.0,435.0,9451.0,1062.0
15.0,217.0,457.0,272.0,1147.0,577.0,1693.0,819.0,2720.0,1243.0,3561.0,1177.0,1161.0,1998.0,845.0,1072.0,974.0,2343.0,1120.0,202.0,367.0,336.0,267.0,1277.0,343.0,5132.0,991.0
328.0,631.0,577.0,156.0,4461.0,1932.0,1675.0,645.0,1353.0,770.0,2884.0,610.0,593.0,645.0,680.0,596.0,389.0,2260.0,3428.0,0.0,481.0,203.0,4504.0,1659.0,407.0,13284.0,757.0
54.0,387.0,246.0,89.0,1846.0,510.0,1871.0,255.0,606.0,527.0,3107.0,567.0,353.0,293.0,162.0,1113.0,266.0,1111.0,484.0,256.0,426.0,40.0,1034.0,484.0,220.0,4885.0,677.0
10.0,638.0,177.0,134.0,1158.0,434.0,1521.0,606.0,3559.0,495.0,1306.0,1259.0,1668.0,2027.0,171.0,217.0,791.0,1045.0,412.0,512.0,370.0,274.0,80.0,1041.0,134.0,2351.0,1127.0
207.0,399.0,787.0,299.0,3731.0,1756.0,3171.0,697.0,3083.0,1026.0,2816.0,1035.0,1763.0,1955.0,905.0,601.0,1140.0,1533.0,2643.0,281.0,723.0,315.0,2810.0,2157.0,320.0,9190.0,964.0
183.0,423.0,833.0,428.0,4082.0,1732.0,1563.0,718.0,3114.0,1755.0,3237.0,902.0,1451.0,1733.0,1005.0,1120.0,1064.0,1704.0,2672.0,451.0,605.0,331.0,3221.0,1870.0,296.0,10465.0,1194.0
150.0,438.0,671.0,304.0,2832.0,1690.0,1610.0,753.0,1821.0,1247.0,3969.0,891.0,1681.0,1577.0,883.0,1069.0,873.0,1833.0,2523.0,326.0,686.0,307.0,2331.0,2078.0,377.0,8318.0,1022.0
193.0,419.0,761.0,340.0,3124.0,2185.0,1317.0,831.0,1967.0,1221.0,3523.0,871.0,1750.0,1372.0,707.0,999.0,883.0,2890.0,0.0,288.0,400.0,302.0,2424.0,2054.0,440.0,11756.0,1071.0
139.0,309.0,1015.0,146.0,3813.0,856.0,1346.0,532.0,333.0,751.0,3100.0,499.0,516.0,925.0,728.0,1005.0,489.0,2003.0,3759.0,0.0,291.0,171.0,3677.0,4712.0,241.0,5213.0,722.0
37.0,154.0,201.0,121.0,1272.0,363.0,1270.0,326.0,436.0,317.0,2485.0,415.0,244.0,385.0,130.0,943.0,0.0,1636.0,345.0,257.0,183.0,48.0,66.0,460.0,137.0,1982.0,321.0
9.0,167.0,236.0,301.0,665.0,496.0,1246.0,912.0,2819.0,403.0,1507.0,883.0,1370.0,1429.0,117.0,445.0,454.0,1303.0,329.0,243.0,474.0,189.0,1331.0,30913.0,111.0,938.0,935.0
193.0,454.0,623.0,321.0,2691.0,2342.0,1456.0,809.0,2945.0,1066.0,2224.0,825.0,1664.0,1451.0,827.0,1748.0,1063.0,1668.0,3169.0,441.0,615.0,329.0,1986.0,2697.0,193.0,10033.0,496.0
187.0,292.0,874.0,286.0,2881.0,1119.0,1151.0,755.0,3451.0,1787.0,3267.0,930.0,1304.0,1533.0,779.0,1437.0,797.0,2035.0,1532.0,426.0,643.0,298.0,3662.0,2048.0,210.0,11956.0,813.0
108.0,247.0,727.0,264.0,3440.0,1626.0,1254.0,932.0,3601.0,1249.0,2939.0,831.0,1116.0,1322.0,798.0,1475.0,1907.0,2256.0,1939.0,436.0,207.0,331.0,3149.0,1682.0,251.0,11647.0,1075.0
114.0,306.0,667.0,390.0,2398.0,1788.0,1297.0,941.0,2648.0,1335.0,3026.0,922.0,1201.0,1573.0,743.0,1031.0,0.0,1915.0,2218.0,405.0,734.0,310.0,2607.0,2392.0,201.0,7038.0,1062.0
159.0,359.0,539.0,228.0,2040.0,351.0,1405.0,472.0,1044.0,792.0,3865.0,163.0,638.0,774.0,605.0,731.0,380.0,1868.0,258.0,0.0,513.0,162.0,6268.0,1765.0,248.0,8069.0,438.0
35.0,255.0,85.0,88.0,1078.0,233.0,1012.0,0.0,232.0,206.0,2926.0,634.0,158.0,621.0,143.0,191.0,276.0,1426.0,71.0,117.0,201.0,116.0,429.0,667.0,109.0,2637.0,393.0
26.0,69.0,94.0,93.0,708.0,61.0,1189.0,621.0,216.0,260.0,1208.0,238.0,363.0,301.0,33.0,268.0,282.0,779.0,234.0,68.0,171.0,49.0,38.0,449.0,106.0,1608.0,317.0
25.0,80.0,318.0,136.0,851.0,411.0,933.0,785.0,2932.0,853.0,651.0,982.0,1303.0,1248.0,154.0,170.0,938.0,1404.0,321.0,257.0,322.0,203.0,550.0,920.0,0.0,1453.0,461.0
174.0,176.0,736.0,252.0,2274.0,979.0,969.0,692.0,3890.0,1076.0,1852.0,701.0,1385.0,1253.0,867.0,989.0,1006.0,1076.0,500.0,386.0,637.0,350.0,3074.0,2585.0,275.0,7793.0,1215.0
209.0,188.0,701.0,278.0,2239.0,984.0,923.0,868.0,3793.0,729.0,4018.0,2258.0,1449.0,1367.0,768.0,1040.0,717.0,2000.0,940.0,359.0,424.0,247.0,3816.0,1194.0,265.0,8178.0,759.0
127.0,210.0,763.0,136.0,2182.0,1174.0,918.0,676.0,3656.0,1026.0,3616.0,367.0,1683.0,1227.0,523.0,1024.0,860.0,2335.0,5640.0,167.0,418.0,246.0,2083.0,1525.0,259.0,8055.0,737.0
144.0,588.0,516.0,124.0,2156.0,1054.0,1097.0,540.0,732.0,482.0,4041.0,406.0,673.0,721.0,688.0,770.0,311.0,2245.0,323.0,255.0,324.0,130.0,2789.0,1363.0,120.0,7881.0,327.0
18.0,202.0,193.0,64.0,852.0,374.0,1191.0,194.0,599.0,107.0,2073.0,331.0,243.0,430.0,255.0,259.0,142.0,1258.0,1715.0,63.0,122.0,67.0,639.0,681.0,68.0,1567.0,313.0
10.0,102.0,275.0,102.0,718.0,350.0,1084.0,704.0,4491.0,415.0,1734.0,889.0,1450.0,1512.0,202.0,181.0,675.0,649.0,320.0,289.0,262.0,303.0,1004.0,895.0,213.0,1092.0,690.0
111.0,263.0,743.0,162.0,2213.0,1451.0,826.0,722.0,3094.0,804.0,1609.0,666.0,1222.0,1182.0,740.0,1016.0,746.0,1000.0,1607.0,286.0,514.0,316.0,3033.0,1601.0,157.0,7922.0,546.0
176.0,388.0,701.0,149.0,2237.0,1156.0,1076.0,736.0,3676.0,968.0,2989.0,831.0,1325.0,958.0,679.0,699.0,712.0,1510.0,1764.0,392.0,359.0,234.0,3433.0,1441.0,139.0,8157.0,412.0
253.0,52.0,650.0,106.0,1970.0,1104.0,1021.0,761.0,3617.0,729.0,3406.0,1023.0,1263.0,762.0,777.0,757.0,772.0,2469.0,661.0,333.0,539.0,294.0,3408.0,1252.0,218.0,7393.0,815.0
226.0,263.0,858.0,229.0,2364.0,1440.0,1075.0,802.0,4141.0,1081.0,3184.0,649.0,1495.0,985.0,607.0,910.0,618.0,2123.0,2955.0,309.0,337.0,396.0,2968.0,1232.0,104.0,7711.0,669.0
119.0,652.0,1214.0,137.0,2191.0,650.0,1177.0,447.0,927.0,753.0,2824.0,382.0,617.0,314.0,622.0,807.0,309.0,1557.0,1463.0,0.0,202.0,214.0,3391.0,1084.0,108.0,7141.0,256.0
18.0,558.0,184.0,125.0,1093.0,291.0,653.0,571.0,540.0,324.0,2044.0,185.0,369.0,256.0,148.0,475.0,247.0,1409.0,648.0,254.0,166.0,28.0,637.0,370.0,101.0,3627.0,121.0
27.0,212.0,163.0,83.0,693.0,229.0,806.0,894.0,2575.0,291.0,1141.0,926.0,1744.0,864.0,143.0,260.0,738.0,606.0,137.0,242.0,404.0,212.0,572.0,712.0,200.0,2032.0,729.0
140.0,288.0,767.0,189.0,1809.0,1102.0,794.0,686.0,3766.0,965.0,2039.0,652.0,1070.0,1382.0,616.0,711.0,675.0,2184.0,1710.0,311.0,514.0,377.0,2136.0,1360.0,120.0,8090.0,514.0
151.0,551.0,726.0,229.0,1610.0,1369.0,705.0,735.0,3465.0,777.0,3081.0,815.0,1299.0,1281.0,553.0,677.0,771.0,1245.0,1129.0,298.0,525.0,297.0,1951.0,1208.0,160.0,6551.0,567.0
159.0,194.0,876.0,152.0,1833.0,556.0,891.0,762.0,3035.0,496.0,2587.0,770.0,1249.0,1322.0,519.0,538.0,598.0,1585.0,3100.0,274.0,175.0,258.0,1780.0,1148.0,250.0,6267.0,640.0
154.0,184.0,916.0,141.0,1810.0,710.0,950.0,897.0,2463.0,737.0,4578.0,638.0,1180.0,1202.0,567.0,565.0,780.0,1424.0,1503.0,171.0,251.0,207.0,1899.0,1057.0,124.0,6681.0,522.0
149.0,187.0,964.0,88.0,2128.0,725.0,713.0,457.0,392.0,557.0,2871.0,258.0,646.0,930.0,597.0,672.0,361.0,2079.0,182.0,0.0,191.0,230.0,2003.0,986.0,190.0,5967.0,194.0
15.0,170.0,247.0,50.0,850.0,480.0,905.0,470.0,427.0,275.0,2269.0,233.0,267.0,312.0,52.0,76.0,193.0,1122.0,2190.0,272.0,285.0,57.0,398.0,493.0,166.0,1349.0,155.0
11.0,99.0,292.0,140.0,593.0,403.0,992.0,604.0,4788.0,421.0,1518.0,638.0,1121.0,1107.0,204.0,80.0,494.0,849.0,146.0,248.0,178.0,217.0,262.0,482.0,89.0,905.0,0.0
145.0,156.0,1256.0,119.0,1623.0,674.0,812.0,918.0,2927.0,669.0,2154.0,743.0,1350.0,1274.0,667.0,1229.0,859.0,1316.0,1693.0,420.0,287.0,264.0,2475.0,1195.0,108.0,6377.0,1138.0
192.0,330.0,1362.0,200.0,2274.0,1020.0,928.0,776.0,3381.0,719.0,2878.0,533.0,948.0,1294.0,613.0,846.0,763.0,1600.0,1084.0,282.0,238.0,232.0,2319.0,1217.0,160.0,6109.0,603.0
187.0,625.0,914.0,131.0,1524.0,862.0,882.0,860.0,2340.0,631.0,3438.0,589.0,962.0,1060.0,542.0,701.0,649.0,1879.0,1452.0,391.0,350.0,332.0,6614.0,1146.0,195.0,6097.0,402.0
146.0,246.0,959.0,144.0,1354.0,469.0,915.0,675.0,2184.0,593.0,3475.0,648.0,1084.0,999.0,464.0,865.0,610.0,1426.0,4160.0,452.0,212.0,285.0,3241.0,1098.0,144.0,5608.0,390.0
107.0,178.0,938.0,73.0,1307.0,330.0,741.0,719.0,174.0,430.0,3445.0,247.0,556.0,231.0,408.0,612.0,236.0,1512.0,1180.0,0.0,103.0,70.0,2160.0,911.0,223.0,6096.0,21.0
10.0,170.0,245.0,26.0,729.0,271.0,630.0,552.0,644.0,170.0,1672.0,270.0,258.0,96.0,32.0,68.0,259.0,761.0,126.0,237.0,47.0,0.0,132.0,585.0,193.0,473.0,59.0
15.0,37.0,191.0,73.0,565.0,11497.0,554.0,705.0,2741.0,365.0,1267.0,553.0,810.0,755.0,177.0,37.0,673.0,330.0,1637.0,254.0,160.0,82.0,778.0,826.0,185.0,677.0,109.0
118.0,148.0,998.0,113.0,2142.0,1444.0,820.0,849.0,3266.0,530.0,1658.0,481.0,1010.0,1064.0,674.0,763.0,684.0,1353.0,2077.0,855.0,231.0,185.0,1878.0,1398.0,145.0,6260.0,382.0
13.0,143.0,921.0,149.0,1834.0,1377.0,582.0,740.0,2465.0,712.0,2908.0,521.0,973.0,882.0,751.0,922.0,588.0,1570.0,2024.0,450.0,167.0,244.0,2331.0,1210.0,167.0,5916.0,378.0
16.0,112.0,875.0,122.0,1817.0,947.0,823.0,740.0,1602.0,589.0,2009.0,544.0,1070.0,648.0,434.0,597.0,575.0,470.0,2705.0,102.0,142.0,252.0,1917.0,1451.0,265.0,5649.0,357.0
183.0,115.0,866.0,130.0,1412.0,386.0,615.0,769.0,1770.0,608.0,3049.0,475.0,765.0,447.0,536.0,678.0,828.0,1404.0,1936.0,194.0,156.0,309.0,2150.0,1534.0,288.0,5786.0,344.0
14.0,137.0,805.0,88.0,1754.0,1025.0,762.0,363.0,288.0,357.0,3050.0,108.0,306.0,13.0,428.0,584.0,317.0,1532.0,1327.0,0.0,333.0,197.0,2009.0,977.0,256.0,6626.0,88.0
19.0,36.0,419.0,83.0,993.0,387.0,466.0,471.0,260.0,216.0,1796.0,164.0,170.0,20.0,164.0,146.0,232.0,1008.0,268.0,450.0,128.0,22.0,376.0,599.0,395.0,2844.0,59.0
13.0,54.0,8.0,38.0,677.0,182.0,377.0,822.0,175.0,125.0,1031.0,237.0,192.0,38.0,56.0,78.0,313.0,1831.0,183.0,73.0,33.0,42.0,426.0,795.0,79.0,684.0,74.0
209.0,74.0,399.0,169.0,693.0,306.0,818.0,946.0,2033.0,280.0,659.0,485.0,733.0,839.0,140.0,77.0,648.0,715.0,195.0,558.0,153.0,147.0,386.0,395.0,259.0,685.0,355.0
29.0,128.0,654.0,152.0,2460.0,862.0,828.0,847.0,2136.0,484.0,1346.0,440.0,915.0,684.0,718.0,742.0,868.0,916.0,1152.0,661.0,267.0,505.0,1962.0,1507.0,193.0,6031.0,360.0
105.0,110.0,848.0,145.0,1575.0,1327.0,728.0,871.0,1910.0,500.0,2430.0,546.0,691.0,704.0,665.0,825.0,827.0,1011.0,1077.0,2324.0,219.0,373.0,1903.0,1502.0,306.0,6553.0,351.0
192.0,86.0,418.0,182.0,1536.0,1341.0,790.0,674.0,1498.0,406.0,3031.0,464.0,843.0,743.0,576.0,654.0,682.0,1325.0,3158.0,189.0,211.0,293.0,1728.0,1521.0,192.0,5627.0,236.0
95.0,87.0,1402.0,78.0,1799.0,73.0,728.0,861.0,88.0,327.0,2565.0,112.0,386.0,276.0,384.0,403.0,362.0,803.0,129.0,0.0,84.0,162.0,2129.0,1832.0,194.0,5394.0,23.0
25.0,128.0,411.0,41.0,654.0,857.0,653.0,461.0,0.0,164.0,1685.0,367.0,166.0,20.0,19.0,106.0,194.0,780.0,1309.0,1705.0,0.0,45.0,324.0,394.0,445.0,968.0,130.0
47.0,35.0,261.0,72.0,881.0,773.0,752.0,1000.0,2994.0,494.0,965.0,453.0,554.0,867.0,114.0,101.0,514.0,1140.0,535.0,165.0,306.0,233.0,1004.0,1065.0,476.0,437.0,341.0
100.0,116.0,938.0,119.0,1762.0,441.0,556.0,818.0,916.0,475.0,1459.0,417.0,783.0,989.0,496.0,664.0,672.0,1213.0,1208.0,624.0,119.0,217.0,1674.0,1557.0,261.0,4923.0,249.0
60.0,102.0,1669.0,212.0,1221.0,1405.0,802.0,1162.0,1410.0,463.0,2395.0,350.0,850.0,1111.0,369.0,624.0,766.0,1173.0,1319.0,55.0,199.0,229.0,1769.0,1052.0,525.0,4299.0,252.0
