AC,AL,AM,AP,BA,CE,DF,ES,GO,MA,MG,MS,MT,PA,PB,PE,PI,PR,RJ,RN,RO,RR,RS,SC,SE,SP,TO
135.0,632.0,1808.0,277.0,3849.0,12060.0,561.0,407.0,965.0,391.0,3049.0,574.0,1375.0,667.0,818.0,1582.0,513.0,8000.0,8385.0,277.0,749.0,371.0,1897.0,3757.0,417.0,11496.0,272.0
302.0,650.0,1808.0,271.0,3733.0,0.0,583.0,929.0,1818.0,580.0,5159.0,833.0,1710.0,1134.0,1014.0,1927.0,522.0,4060.0,587.0,380.0,1117.0,326.0,1922.0,3529.0,464.0,11302.0,565.0
238.0,626.0,2141.0,259.0,4017.0,-2845.0,645.0,1062.0,1767.0,420.0,5547.0,871.0,1542.0,1564.0,1331.0,2226.0,779.0,3040.0,2415.0,1297.0,955.0,428.0,4125.0,4659.0,279.0,10747.0,499.0
432.0,389.0,1950.0,219.0,4140.0,1263.0,864.0,1634.0,1831.0,745.0,4989.0,1007.0,2304.0,1551.0,1191.0,1358.0,783.0,3632.0,2256.0,0.0,1007.0,622.0,4197.0,4482.0,429.0,11105.0,622.0
181.0,502.0,1664.0,185.0,4100.0,1719.0,748.0,1254.0,183.0,634.0,9604.0,431.0,373.0,541.0,1349.0,1132.0,279.0,3858.0,2250.0,421.0,497.0,162.0,4212.0,4577.0,333.0,10859.0,323.0
43.0,349.0,753.0,144.0,1851.0,2215.0,843.0,1175.0,192.0,85.0,3274.0,429.0,314.0,617.0,1004.0,944.0,257.0,2982.0,573.0,1293.0,513.0,212.0,1717.0,2539.0,427.0,4504.0,236.0
183.0,309.0,1161.0,356.0,2146.0,997.0,951.0,1073.0,2864.0,268.0,2062.0,1185.0,1074.0,1850.0,941.0,689.0,633.0,2099.0,859.0,535.0,863.0,279.0,2029.0,2856.0,346.0,2550.0,684.0
621.0,545.0,2147.0,232.0,5025.0,2588.0,582.0,1371.0,2697.0,437.0,5386.0,1092.0,1764.0,1694.0,980.0,1724.0,677.0,6275.0,409.0,973.0,1099.0,375.0,5777.0,6177.0,255.0,12077.0,609.0
291.0,399.0,1608.0,262.0,4398.0,2298.0,1361.0,1447.0,2707.0,655.0,5696.0,894.0,1859.0,1340.0,1320.0,1566.0,636.0,4467.0,3908.0,1289.0,1243.0,451.0,7194.0,4878.0,450.0,12086.0,684.0
376.0,472.0,1420.0,194.0,4917.0,3579.0,1068.0,1413.0,2642.0,854.0,9043.0,914.0,1975.0,1859.0,1594.0,1202.0,857.0,5646.0,1935.0,1544.0,999.0,358.0,5308.0,4754.0,560.0,11889.0,769.0
474.0,666.0,1572.0,217.0,4563.0,2413.0,1129.0,1183.0,4190.0,279.0,6728.0,928.0,1525.0,1428.0,1186.0,1723.0,765.0,4543.0,424.0,0.0,951.0,495.0,7326.0,6050.0,405.0,11596.0,771.0
606.0,483.0,1688.0,226.0,6520.0,1817.0,704.0,1089.0,328.0,798.0,5654.0,542.0,557.0,727.0,1416.0,1455.0,401.0,5248.0,2622.0,590.0,622.0,273.0,6977.0,5112.0,491.0,11142.0,330.0
197.0,680.0,489.0,158.0,3133.0,1912.0,1079.0,990.0,202.0,74.0,3821.0,453.0,363.0,768.0,1392.0,616.0,317.0,3688.0,880.0,1801.0,773.0,77.0,1928.0,1792.0,878.0,4361.0,543.0
360.0,499.0,580.0,222.0,2020.0,1803.0,2142.0,1210.0,2736.0,325.0,4400.0,1124.0,1639.0,1202.0,1144.0,629.0,538.0,3204.0,751.0,766.0,741.0,91.0,2748.0,4974.0,592.0,3071.0,874.0
187.0,456.0,1576.0,292.0,3397.0,1870.0,563.0,1086.0,3902.0,821.0,3975.0,1012.0,1255.0,1697.0,910.0,1330.0,1004.0,6174.0,1825.0,1244.0,1675.0,395.0,6006.0,5814.0,364.0,10168.0,697.0
425.0,519.0,704.0,306.0,5329.0,3970.0,1520.0,1041.0,4025.0,579.0,6565.0,995.0,1929.0,1570.0,0.0,1613.0,799.0,4699.0,2180.0,870.0,1375.0,485.0,7831.0,7209.0,619.0,13749.0,874.0
378.0,576.0,924.0,325.0,5985.0,3769.0,1266.0,1686.0,3445.0,852.0,7890.0,771.0,2748.0,1347.0,2503.0,1685.0,958.0,5400.0,1894.0,1673.0,1548.0,355.0,9940.0,5674.0,496.0,12236.0,816.0
616.0,623.0,2355.0,257.0,5607.0,3561.0,1500.0,1562.0,2181.0,597.0,7334.0,1190.0,1486.0,1261.0,0.0,1588.0,1232.0,5670.0,2251.0,0.0,1360.0,293.0,9127.0,5853.0,549.0,13072.0,516.0
570.0,530.0,1383.0,310.0,4525.0,2737.0,1692.0,1324.0,76.0,720.0,7336.0,542.0,814.0,553.0,2304.0,1664.0,765.0,8598.0,560.0,0.0,827.0,101.0,9599.0,5633.0,144.0,13763.0,698.0
218.0,617.0,493.0,203.0,3105.0,2392.0,874.0,673.0,908.0,288.0,6368.0,652.0,356.0,602.0,1218.0,300.0,284.0,45020.0,1697.0,2636.0,704.0,23.0,2671.0,1741.0,1209.0,6051.0,381.0
368.0,541.0,461.0,301.0,1413.0,1929.0,2288.0,1331.0,3574.0,333.0,1999.0,888.0,2294.0,1288.0,1012.0,373.0,887.0,2026.0,762.0,1187.0,1341.0,0.0,2559.0,1576.0,725.0,4224.0,905.0
65.0,652.0,1610.0,467.0,4650.0,2737.0,1008.0,1364.0,3176.0,547.0,3830.0,1237.0,1789.0,2120.0,1200.0,1319.0,1085.0,5400.0,2172.0,1436.0,1141.0,53.0,11806.0,2986.0,382.0,16058.0,1004.0
400.0,580.0,1349.0,328.0,5499.0,3046.0,1551.0,1472.0,4320.0,965.0,10409.0,934.0,1852.0,2145.0,1365.0,1582.0,1090.0,8345.0,2436.0,1466.0,1721.0,987.0,10403.0,-110.0,597.0,15541.0,1194.0
273.0,726.0,1240.0,421.0,4975.0,5457.0,1858.0,1882.0,4322.0,838.0,7745.0,1104.0,2104.0,1728.0,1483.0,1669.0,1409.0,4330.0,2094.0,1251.0,1613.0,333.0,6847.0,5501.0,252.0,14505.0,1111.0
315.0,864.0,1247.0,384.0,5124.0,5749.0,1565.0,1510.0,2713.0,984.0,9912.0,1199.0,2057.0,1288.0,1365.0,1566.0,1133.0,5664.0,2505.0,0.0,1227.0,330.0,10017.0,6653.0,195.0,15720.0,1185.0
623.0,716.0,1162.0,313.0,4482.0,4192.0,1660.0,1345.0,1801.0,848.0,7421.0,717.0,553.0,660.0,1694.0,1631.0,652.0,6229.0,2281.0,0.0,701.0,195.0,9281.0,4460.0,716.0,15344.0,670.0
288.0,697.0,596.0,255.0,2916.0,1970.0,1699.0,974.0,1616.0,407.0,7490.0,536.0,467.0,832.0,1256.0,1104.0,257.0,3852.0,268.0,538.0,692.0,89.0,3107.0,2401.0,549.0,7853.0,739.0
320.0,1048.0,541.0,316.0,1163.0,3285.0,2056.0,1779.0,4310.0,416.0,3215.0,1212.0,2556.0,1832.0,1025.0,921.0,796.0,2143.0,1086.0,1038.0,1493.0,166.0,1978.0,2341.0,1057.0,5259.0,962.0
438.0,1154.0,1299.0,755.0,4608.0,6093.0,1428.0,2426.0,3703.0,669.0,6093.0,1447.0,2275.0,2424.0,804.0,2482.0,1063.0,5823.0,1081.0,1016.0,1960.0,360.0,9331.0,7547.0,516.0,17684.0,1165.0
343.0,794.0,824.0,704.0,4749.0,3850.0,1322.0,2146.0,2867.0,1579.0,11045.0,1254.0,2115.0,2914.0,1194.0,2245.0,1155.0,5461.0,4093.0,0.0,1624.0,301.0,9619.0,5764.0,1468.0,17942.0,1281.0
513.0,1074.0,962.0,775.0,4584.0,4303.0,1890.0,2261.0,3257.0,799.0,11372.0,1222.0,3417.0,2801.0,1403.0,2139.0,1270.0,6469.0,2950.0,680.0,1203.0,349.0,7206.0,5440.0,810.0,17492.0,1285.0
644.0,977.0,1957.0,480.0,4448.0,4825.0,1507.0,2105.0,2168.0,834.0,10975.0,1108.0,1837.0,2627.0,1269.0,2211.0,1460.0,8146.0,2354.0,0.0,1381.0,322.0,9186.0,4947.0,877.0,18673.0,941.0
397.0,1007.0,1025.0,438.0,4518.0,2981.0,1739.0,2281.0,575.0,1056.0,9890.0,1043.0,1633.0,922.0,1300.0,2107.0,941.0,4758.0,944.0,0.0,948.0,200.0,8518.0,4189.0,1062.0,18028.0,654.0
171.0,1063.0,674.0,495.0,1698.0,1370.0,1080.0,1642.0,849.0,379.0,9593.0,663.0,628.0,605.0,818.0,1016.0,625.0,2146.0,2763.0,2092.0,1140.0,95.0,2515.0,3103.0,1326.0,8265.0,631.0
513.0,423.0,460.0,452.0,1598.0,12619.0,1854.0,2312.0,3557.0,492.0,2739.0,1265.0,3130.0,2694.0,930.0,677.0,948.0,3224.0,1469.0,1633.0,1020.0,217.0,1789.0,3353.0,701.0,4775.0,1126.0
331.0,540.0,1275.0,553.0,4061.0,151.0,1397.0,2136.0,5265.0,1011.0,3897.0,1616.0,3019.0,2830.0,1140.0,2172.0,1651.0,7344.0,3201.0,1635.0,1445.0,291.0,8491.0,6757.0,1119.0,20942.0,842.0
454.0,574.0,1183.0,674.0,4830.0,3578.0,1195.0,2267.0,4762.0,1186.0,13796.0,1256.0,2132.0,2697.0,1154.0,2738.0,1149.0,5562.0,2892.0,1057.0,1526.0,301.0,7540.0,4302.0,800.0,20395.0,1002.0
548.0,701.0,1165.0,596.0,4237.0,1808.0,1805.0,2492.0,4548.0,1210.0,13925.0,1527.0,2738.0,2858.0,1672.0,2786.0,1505.0,11331.0,2980.0,2314.0,1170.0,249.0,6133.0,7486.0,922.0,18447.0,1108.0
485.0,669.0,1091.0,682.0,4738.0,0.0,2141.0,1726.0,3512.0,1035.0,14062.0,1507.0,2346.0,2455.0,1611.0,2227.0,1621.0,4699.0,3179.0,0.0,1497.0,273.0,1103.0,4165.0,955.0,21489.0,1078.0
798.0,724.0,1112.0,433.0,3185.0,6249.0,1636.0,2327.0,645.0,639.0,11558.0,1280.0,1396.0,759.0,1410.0,2157.0,1232.0,5037.0,2769.0,0.0,999.0,136.0,12122.0,3494.0,848.0,18124.0,634.0
167.0,734.0,474.0,249.0,2956.0,4380.0,1236.0,1550.0,734.0,237.0,7036.0,1137.0,757.0,620.0,1203.0,771.0,713.0,3150.0,1986.0,1958.0,798.0,48.0,2233.0,1535.0,440.0,9602.0,254.0
163.0,386.0,510.0,550.0,1068.0,4046.0,1592.0,1865.0,3155.0,193.0,3112.0,1450.0,2205.0,2244.0,968.0,390.0,1228.0,2828.0,787.0,1599.0,885.0,0.0,1377.0,2685.0,1185.0,5220.0,924.0
198.0,656.0,1490.0,711.0,3924.0,3752.0,1353.0,3532.0,4758.0,1431.0,8206.0,1729.0,3075.0,2537.0,1150.0,2233.0,1547.0,3282.0,3500.0,1024.0,883.0,361.0,7063.0,4922.0,807.0,21360.0,957.0
554.0,624.0,1313.0,632.0,4235.0,4586.0,1253.0,2868.0,3029.0,824.0,12020.0,1859.0,2846.0,2849.0,1553.0,2431.0,1626.0,3059.0,3121.0,0.0,1860.0,328.0,6310.0,3931.0,907.0,23169.0,938.0
331.0,709.0,1165.0,502.0,4797.0,4185.0,1318.0,1994.0,965.0,1319.0,11943.0,1502.0,2338.0,1594.0,1311.0,2987.0,1206.0,5234.0,4039.0,185.0,1066.0,256.0,4840.0,3858.0,982.0,26567.0,580.0
863.0,620.0,830.0,280.0,3347.0,3660.0,1191.0,1745.0,851.0,620.0,11722.0,898.0,1034.0,476.0,1227.0,1779.0,1137.0,4569.0,1290.0,1076.0,1013.0,167.0,7780.0,3084.0,775.0,16762.0,579.0
211.0,991.0,746.0,280.0,1986.0,1853.0,1814.0,1614.0,712.0,223.0,5948.0,1037.0,764.0,553.0,789.0,985.0,900.0,2043.0,3935.0,574.0,648.0,74.0,1253.0,1242.0,904.0,7026.0,250.0
95.0,429.0,448.0,294.0,1855.0,2742.0,1088.0,767.0,1414.0,191.0,2909.0,831.0,614.0,696.0,1081.0,635.0,969.0,1037.0,1301.0,1703.0,323.0,21.0,883.0,1427.0,1040.0,7196.0,329.0
173.0,283.0,664.0,339.0,2073.0,7422.0,1388.0,2284.0,2945.0,241.0,2604.0,1484.0,2167.0,2513.0,1059.0,709.0,1505.0,1436.0,797.0,1046.0,675.0,211.0,788.0,1344.0,977.0,4647.0,900.0
90.0,808.0,953.0,471.0,3581.0,5093.0,904.0,2501.0,4054.0,770.0,10450.0,1488.0,2724.0,2676.0,817.0,2179.0,1312.0,4253.0,1670.0,978.0,1314.0,183.0,7666.0,4068.0,512.0,22794.0,823.0
460.0,739.0,1098.0,584.0,3712.0,0.0,1139.0,2562.0,3887.0,900.0,13358.0,1295.0,3213.0,2756.0,1551.0,2965.0,1480.0,4490.0,5118.0,1683.0,1321.0,271.0,6860.0,3908.0,693.0,21521.0,1132.0
523.0,753.0,960.0,380.0,3451.0,11306.0,1610.0,2626.0,2743.0,442.0,9203.0,1234.0,1708.0,2750.0,1171.0,2884.0,1213.0,4805.0,5182.0,1882.0,1508.0,266.0,3813.0,3584.0,829.0,21004.0,725.0
494.0,689.0,1172.0,275.0,4283.0,5086.0,1742.0,2460.0,2711.0,640.0,16479.0,1201.0,2550.0,2706.0,1272.0,1992.0,980.0,3911.0,3820.0,0.0,1132.0,314.0,6886.0,3390.0,702.0,20701.0,521.0
378.0,614.0,737.0,248.0,3213.0,3703.0,1203.0,1736.0,547.0,732.0,12109.0,992.0,1356.0,713.0,1480.0,2354.0,1320.0,3610.0,3574.0,521.0,738.0,166.0,4409.0,1378.0,1098.0,17311.0,313.0
150.0,1228.0,535.0,183.0,3433.0,3980.0,1361.0,1436.0,508.0,954.0,5180.0,770.0,759.0,446.0,394.0,787.0,713.0,1872.0,1053.0,2079.0,616.0,67.0,996.0,236.0,1001.0,8156.0,282.0
188.0,149.0,489.0,269.0,1581.0,2752.0,1002.0,1196.0,3709.0,1435.0,2841.0,1322.0,1984.0,2699.0,1486.0,738.0,970.0,700.0,703.0,0.0,889.0,250.0,533.0,4687.0,846.0,5310.0,922.0
394.0,714.0,995.0,309.0,4104.0,6167.0,899.0,1540.0,3702.0,808.0,7313.0,1338.0,2543.0,2241.0,1272.0,2531.0,1281.0,6617.0,4401.0,1610.0,1319.0,413.0,6427.0,3326.0,1059.0,18397.0,941.0
526.0,802.0,820.0,302.0,3547.0,0.0,1356.0,2374.0,2783.0,782.0,11286.0,1099.0,2209.0,2673.0,1218.0,2359.0,1634.0,2358.0,4039.0,1055.0,868.0,390.0,6430.0,2906.0,965.0,18790.0,1033.0
131.0,789.0,893.0,273.0,3831.0,0.0,965.0,2269.0,2777.0,390.0,9806.0,1062.0,2297.0,2392.0,1368.0,1868.0,1539.0,3891.0,4249.0,601.0,1148.0,357.0,5578.0,3305.0,673.0,18067.0,666.0
383.0,597.0,773.0,305.0,3413.0,12331.0,1108.0,2412.0,2293.0,1341.0,9207.0,1077.0,2477.0,2021.0,1124.0,1869.0,1006.0,5695.0,4717.0,0.0,1452.0,315.0,5036.0,3678.0,1003.0,17979.0,775.0
287.0,1057.0,701.0,166.0,3889.0,10423.0,1194.0,1605.0,763.0,1092.0,8963.0,928.0,1169.0,595.0,1377.0,1966.0,828.0,3125.0,1659.0,0.0,428.0,178.0,4868.0,2377.0,914.0,17746.0,267.0
71.0,1247.0,484.0,114.0,2574.0,2775.0,1062.0,1331.0,644.0,717.0,4315.0,699.0,653.0,320.0,893.0,1346.0,1286.0,1239.0,3927.0,2433.0,754.0,38.0,1386.0,1175.0,661.0,6394.0,300.0
194.0,331.0,442.0,258.0,1430.0,734.0,1261.0,1710.0,4133.0,1371.0,1872.0,1092.0,1896.0,2787.0,904.0,1020.0,1381.0,2701.0,916.0,225.0,725.0,167.0,738.0,1973.0,1303.0,4083.0,875.0
41.0,362.0,734.0,246.0,4283.0,3911.0,955.0,1924.0,3371.0,1282.0,4850.0,1112.0,1951.0,2649.0,1072.0,2843.0,1661.0,3803.0,4159.0,0.0,882.0,313.0,6252.0,3284.0,1005.0,19060.0,638.0
239.0,871.0,671.0,113.0,3625.0,6917.0,884.0,1511.0,818.0,918.0,11905.0,749.0,1072.0,1333.0,1108.0,2480.0,1097.0,3947.0,4101.0,1323.0,941.0,296.0,6168.0,2683.0,729.0,17123.0,366.0
333.0,475.0,536.0,227.0,2160.0,5979.0,878.0,1897.0,2282.0,736.0,4452.0,1006.0,1895.0,2345.0,1042.0,1202.0,1179.0,2584.0,3578.0,862.0,563.0,203.0,869.0,1708.0,1041.0,7267.0,809.0
164.0,518.0,829.0,149.0,3652.0,4852.0,1033.0,1709.0,2564.0,1045.0,5309.0,985.0,1864.0,1988.0,1134.0,2031.0,1173.0,3555.0,4646.0,0.0,699.0,258.0,6873.0,3057.0,879.0,17812.0,503.0
227.0,873.0,544.0,128.0,3319.0,4044.0,844.0,1023.0,146.0,299.0,11360.0,895.0,1244.0,549.0,1015.0,2089.0,802.0,3983.0,2831.0,400.0,595.0,196.0,5713.0,3375.0,802.0,16271.0,214.0
144.0,473.0,371.0,71.0,3241.0,2664.0,938.0,937.0,1109.0,211.0,3856.0,647.0,625.0,133.0,1002.0,1734.0,479.0,1534.0,1016.0,3011.0,279.0,85.0,533.0,1120.0,706.0,6488.0,234.0
224.0,291.0,426.0,210.0,1811.0,2985.0,1087.0,1391.0,3642.0,386.0,1869.0,1038.0,1643.0,1092.0,942.0,1278.0,914.0,2246.0,262.0,513.0,522.0,176.0,1007.0,1668.0,863.0,3912.0,0.0
175.0,746.0,715.0,253.0,4076.0,6711.0,918.0,1906.0,3686.0,1127.0,4996.0,1088.0,1661.0,2826.0,1037.0,2596.0,1249.0,3318.0,4348.0,1099.0,935.0,251.0,6065.0,3445.0,1181.0,17992.0,1442.0
152.0,674.0,634.0,193.0,3345.0,2605.0,1221.0,1754.0,2853.0,1252.0,12874.0,910.0,1971.0,2630.0,1228.0,2720.0,1163.0,3885.0,4558.0,1085.0,648.0,248.0,6637.0,2937.0,1281.0,17013.0,810.0
237.0,799.0,696.0,169.0,3997.0,3079.0,929.0,2201.0,1901.0,1240.0,8847.0,949.0,1736.0,2035.0,1012.0,2511.0,1412.0,4474.0,4080.0,1127.0,729.0,333.0,4228.0,3299.0,1100.0,14920.0,574.0
268.0,541.0,592.0,621.0,3568.0,7189.0,1127.0,1786.0,1543.0,1045.0,7398.0,848.0,1640.0,1427.0,1110.0,1917.0,448.0,4674.0,4771.0,0.0,738.0,260.0,8074.0,3484.0,655.0,15551.0,733.0
213.0,814.0,530.0,217.0,4272.0,2686.0,969.0,1181.0,590.0,638.0,7465.0,925.0,1272.0,553.0,1048.0,2178.0,1468.0,4188.0,2841.0,401.0,379.0,156.0,4838.0,2642.0,1257.0,14335.0,236.0
136.0,693.0,412.0,203.0,2008.0,868.0,887.0,907.0,969.0,87.0,3600.0,407.0,482.0,479.0,955.0,730.0,598.0,2002.0,1993.0,2261.0,139.0,39.0,605.0,1120.0,1098.0,5323.0,287.0
173.0,246.0,410.0,266.0,2791.0,9755.0,829.0,1228.0,3380.0,381.0,1616.0,1004.0,1558.0,1726.0,786.0,960.0,1038.0,1363.0,1165.0,555.0,510.0,195.0,394.0,1670.0,1075.0,3149.0,766.0
115.0,531.0,675.0,253.0,3108.0,5274.0,763.0,1706.0,1775.0,981.0,6727.0,1080.0,1542.0,1999.0,1129.0,2333.0,1188.0,5514.0,5118.0,1047.0,748.0,246.0,5685.0,3079.0,872.0,15464.0,583.0
170.0,889.0,599.0,253.0,3931.0,4260.0,799.0,1518.0,3613.0,1142.0,9264.0,1151.0,1686.0,2386.0,999.0,2143.0,1711.0,5188.0,7484.0,896.0,365.0,328.0,5980.0,3322.0,1245.0,14230.0,820.0
279.0,599.0,545.0,244.0,3471.0,3998.0,1001.0,1683.0,1736.0,1127.0,8725.0,1115.0,1602.0,1834.0,1190.0,3074.0,1368.0,5008.0,9185.0,1296.0,947.0,373.0,3263.0,3426.0,1031.0,13470.0,700.0
211.0,854.0,630.0,187.0,4579.0,4982.0,820.0,1704.0,1818.0,1257.0,7685.0,1002.0,1545.0,1660.0,1127.0,2763.0,1101.0,6062.0,8261.0,0.0,1327.0,239.0,7331.0,3503.0,1075.0,14502.0,619.0
176.0,625.0,495.0,210.0,3436.0,5985.0,912.0,958.0,341.0,694.0,6895.0,999.0,1080.0,1052.0,1082.0,2923.0,882.0,5515.0,5844.0,176.0,371.0,191.0,4143.0,2551.0,887.0,13100.0,238.0
75.0,1190.0,211.0,210.0,2156.0,4337.0,925.0,677.0,316.0,86.0,4500.0,653.0,260.0,288.0,900.0,893.0,506.0,2079.0,1581.0,2324.0,120.0,29.0,687.0,974.0,713.0,5785.0,245.0
125.0,306.0,320.0,102.0,1438.0,3063.0,832.0,1459.0,2626.0,355.0,1231.0,1293.0,1339.0,1647.0,816.0,1828.0,920.0,4804.0,670.0,3601.0,522.0,203.0,401.0,1725.0,836.0,3183.0,656.0
34.0,566.0,695.0,195.0,4244.0,2495.0,766.0,1783.0,1794.0,1141.0,6872.0,1386.0,1845.0,2358.0,932.0,2777.0,1540.0,3183.0,5316.0,2779.0,790.0,300.0,5190.0,2999.0,1193.0,16318.0,615.0
208.0,684.0,595.0,193.0,4309.0,4625.0,892.0,2012.0,2253.0,1263.0,9764.0,1162.0,1898.0,2778.0,1417.0,2426.0,1082.0,5045.0,4960.0,2156.0,732.0,280.0,5106.0,3181.0,702.0,15672.0,853.0
237.0,774.0,666.0,167.0,4140.0,3476.0,939.0,1903.0,3019.0,1104.0,8951.0,1341.0,1725.0,2582.0,1127.0,3195.0,1102.0,5032.0,6007.0,7243.0,737.0,304.0,3881.0,3213.0,899.0,15649.0,617.0
222.0,536.0,579.0,265.0,4029.0,4245.0,688.0,1724.0,2512.0,971.0,9404.0,1394.0,1020.0,2596.0,1365.0,2975.0,1062.0,9338.0,6931.0,-298.0,294.0,309.0,4525.0,3262.0,1169.0,15915.0,584.0
161.0,734.0,507.0,161.0,4043.0,6703.0,883.0,1197.0,201.0,458.0,7566.0,1291.0,982.0,1584.0,1091.0,2894.0,796.0,6181.0,5216.0,1233.0,450.0,232.0,4241.0,2391.0,717.0,15486.0,250.0
61.0,691.0,210.0,190.0,2554.0,2826.0,894.0,711.0,147.0,131.0,4141.0,903.0,691.0,668.0,1079.0,1686.0,324.0,5083.0,828.0,2814.0,218.0,84.0,641.0,1167.0,955.0,7554.0,313.0
162.0,676.0,312.0,202.0,1917.0,2302.0,1049.0,1711.0,3079.0,359.0,2125.0,1522.0,1822.0,2231.0,758.0,701.0,1505.0,2366.0,1932.0,667.0,484.0,170.0,450.0,1461.0,1100.0,4001.0,534.0
29.0,545.0,663.0,207.0,3890.0,3358.0,592.0,1875.0,2957.0,979.0,7133.0,1896.0,1827.0,1942.0,885.0,3029.0,1753.0,6527.0,5509.0,1173.0,805.0,446.0,5714.0,3703.0,1004.0,15779.0,585.0
98.0,507.0,586.0,146.0,5111.0,2799.0,990.0,1635.0,3347.0,1186.0,10399.0,1762.0,1937.0,1890.0,830.0,3440.0,1215.0,7029.0,4827.0,1590.0,618.0,304.0,5883.0,3499.0,1012.0,16788.0,835.0
109.0,963.0,620.0,152.0,5182.0,6054.0,874.0,1987.0,2995.0,1055.0,9330.0,1942.0,2008.0,1571.0,892.0,3188.0,1224.0,7716.0,4731.0,1305.0,850.0,394.0,5352.0,3205.0,923.0,17936.0,829.0
438.0,391.0,599.0,129.0,4801.0,3545.0,898.0,1826.0,2613.0,1109.0,9140.0,1954.0,1715.0,1464.0,1156.0,3969.0,1127.0,7210.0,4487.0,0.0,581.0,399.0,4840.0,3678.0,924.0,16511.0,1127.0
113.0,586.0,515.0,123.0,4461.0,5741.0,730.0,1182.0,431.0,728.0,10086.0,1662.0,1324.0,174.0,1415.0,3589.0,838.0,5376.0,2122.0,0.0,351.0,222.0,4949.0,2751.0,1323.0,16736.0,368.0
65.0,896.0,337.0,374.0,2875.0,4914.0,735.0,826.0,540.0,159.0,4526.0,1175.0,623.0,278.0,1249.0,2089.0,700.0,1180.0,857.0,2170.0,273.0,83.0,922.0,1353.0,1468.0,7510.0,318.0
92.0,140.0,358.0,251.0,1380.0,2759.0,899.0,1492.0,1976.0,374.0,2443.0,1815.0,1399.0,1200.0,1364.0,1368.0,817.0,1718.0,3962.0,1484.0,758.0,187.0,787.0,1555.0,1293.0,4622.0,987.0
146.0,488.0,535.0,199.0,4942.0,2677.0,839.0,1761.0,2172.0,1163.0,6347.0,1721.0,2338.0,1895.0,2015.0,3533.0,1371.0,5316.0,4053.0,1027.0,739.0,293.0,5488.0,3662.0,1109.0,17477.0,735.0
199.0,793.0,600.0,226.0,5455.0,4661.0,789.0,1958.0,2765.0,1107.0,11040.0,1714.0,2178.0,1656.0,2262.0,2794.0,984.0,5857.0,3785.0,1635.0,592.0,230.0,5068.0,3499.0,1111.0,16671.0,616.0
130.0,606.0,654.0,201.0,4099.0,4168.0,1205.0,1972.0,34.0,1029.0,9590.0,857.0,1978.0,1385.0,1887.0,2527.0,644.0,5681.0,2964.0,1212.0,225.0,118.0,3301.0,2380.0,1866.0,12782.0,1036.0
169.0,369.0,721.0,244.0,4060.0,3186.0,993.0,1707.0,4310.0,1045.0,9582.0,2998.0,2007.0,1415.0,1917.0,736.0,1496.0,5125.0,522.0,1454.0,695.0,292.0,187.0,4793.0,1619.0,1583.0,663.0
58.0,870.0,473.0,239.0,6643.0,7494.0,1015.0,1062.0,375.0,651.0,8916.0,1949.0,1573.0,284.0,2429.0,5576.0,1039.0,5397.0,3183.0,654.0,627.0,201.0,7925.0,1578.0,1677.0,13653.0,322.0
271.0,300.0,246.0,174.0,0.0,2493.0,811.0,609.0,375.0,214.0,5574.0,1619.0,590.0,53.0,1178.0,2168.0,598.0,2403.0,4916.0,691.0,204.0,83.0,1517.0,1227.0,1588.0,11037.0,510.0
46.0,522.0,344.0,185.0,2034.0,1289.0,902.0,1502.0,3064.0,415.0,2230.0,1952.0,1568.0,1388.0,1016.0,1087.0,891.0,1310.0,1498.0,1259.0,377.0,330.0,1260.0,1740.0,1385.0,6113.0,900.0
57.0,535.0,620.0,121.0,4280.0,3399.0,836.0,1935.0,3314.0,1074.0,7283.0,2176.0,1858.0,1932.0,1751.0,3437.0,907.0,5235.0,3939.0,1202.0,1080.0,346.0,5551.0,4355.0,1371.0,19466.0,853.0
172.0,745.0,671.0,166.0,4887.0,4474.0,801.0,1879.0,5060.0,1241.0,15133.0,2470.0,2105.0,1792.0,2403.0,3551.0,1317.0,4299.0,5258.0,1274.0,898.0,322.0,7468.0,2831.0,1124.0,23122.0,815.0
184.0,600.0,585.0,245.0,4620.0,6132.0,487.0,1124.0,89.0,904.0,10605.0,768.0,1771.0,328.0,2660.0,3649.0,675.0,5102.0,4187.0,724.0,460.0,84.0,5945.0,2904.0,897.0,19733.0,605.0
186.0,1036.0,456.0,128.0,2531.0,3274.0,1120.0,829.0,2000.0,543.0,5958.0,2152.0,1318.0,1009.0,2421.0,644.0,1497.0,3471.0,1520.0,1370.0,882.0,444.0,1079.0,1885.0,851.0,3898.0,669.0
117.0,621.0,450.0,96.0,3936.0,2828.0,912.0,828.0,442.0,571.0,5893.0,1316.0,1109.0,376.0,1992.0,4468.0,649.0,4041.0,3093.0,970.0,371.0,198.0,4410.0,3114.0,1561.0,16939.0,366.0
66.0,1177.0,350.0,121.0,3070.0,3436.0,1028.0,444.0,307.0,180.0,5019.0,1650.0,259.0,163.0,1982.0,1666.0,492.0,2685.0,1190.0,145.0,168.0,143.0,1594.0,1264.0,1365.0,9959.0,420.0
44.0,680.0,286.0,140.0,2400.0,1684.0,877.0,1229.0,1190.0,406.0,2049.0,1106.0,2032.0,2073.0,1422.0,1249.0,416.0,3297.0,386.0,628.0,188.0,52.0,7586.0,1652.0,1259.0,5074.0,311.0
