0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
31.09,20.29,28.36,47.83,26.87,45.92,26.15,41.14,26.66,33.75,27.01,31.56,27.51,31.24,27.3,28.59,27.54,27.67,25.89,28.28,24.85,27.78,23.99,26.86,23.92,27.16,23.24,27.1,22.72,27.39,22.51,27.45,22.13,27.66,21.44,28.3,21.37,28.64,20.62,28.35,19.57,28.79,19.8,28.57,19.76,27.82,19.46,27.95,19.4,25.77
34.56,23.92,31.78,51.74,28.77,49.78,27.48,45.07,27.71,37.43,27.98,34.48,28.4,34.0,28.11,31.04,28.38,30.03,26.52,30.7,25.37,30.02,24.43,29.02,24.31,29.22,23.57,29.12,23.07,29.47,22.94,29.41,22.59,29.53,21.77,30.1,21.8,30.53,21.03,30.15,19.93,30.56,20.24,30.32,20.26,29.48,19.98,29.59,19.97,27.27
34.23,21.79,29.77,50.82,27.22,48.3,25.49,43.39,25.58,35.63,25.8,33.13,26.17,32.65,25.9,29.47,26.12,28.19,24.36,28.75,23.28,27.94,22.38,26.85,22.27,27.01,21.56,26.85,21.04,27.14,20.82,27.06,20.45,27.14,19.74,27.65,19.68,28.06,18.96,27.64,17.93,28.09,18.17,27.84,18.15,26.99,17.89,27.09,17.85,24.82
34.86,21.4,29.69,51.54,26.51,48.57,23.65,43.63,23.19,35.78,23.1,33.08,23.23,32.44,22.85,28.67,22.97,26.97,21.11,27.49,19.91,26.3,18.9,25.0,18.77,25.0,17.94,24.72,17.44,25.01,17.12,24.75,16.74,24.66,15.98,25.03,15.93,25.51,15.19,24.91,14.2,25.4,14.43,25.1,14.41,24.13,14.16,24.19,14.14,21.83
34.47,21.09,28.32,51.31,25.75,47.84,22.95,42.34,22.61,34.85,22.84,32.42,23.06,31.87,22.76,28.09,22.91,26.36,21.05,26.87,19.85,25.7,18.77,24.44,18.71,24.45,17.82,24.2,17.26,24.46,16.87,24.24,16.46,24.18,15.69,24.64,15.58,25.09,14.79,24.52,13.7,25.03,13.92,24.72,13.9,23.74,13.57,23.8,13.54,21.37
34.63,23.26,30.83,52.72,28.35,49.7,25.74,44.7,25.43,37.34,25.57,34.76,25.75,34.21,25.36,30.45,25.46,28.82,23.46,29.43,22.12,28.27,20.94,27.01,20.86,27.05,19.86,26.82,19.3,27.13,18.88,26.89,18.46,26.83,17.57,27.31,17.5,27.79,16.6,27.19,15.48,27.7,15.67,27.38,15.63,26.35,15.27,26.39,15.28,23.81
36.09,24.0,31.78,54.12,29.0,51.15,26.27,45.76,25.92,38.28,25.93,35.74,26.09,35.15,25.72,31.4,25.82,29.73,23.8,30.3,22.44,29.14,21.31,27.84,21.25,27.89,20.23,27.63,19.69,27.92,19.28,27.68,18.84,27.62,17.99,28.08,17.93,28.53,17.02,27.93,15.93,28.45,16.1,28.11,16.04,27.06,15.69,27.1,15.71,24.48
34.47,24.24,32.57,53.1,29.89,50.75,27.64,46.1,27.53,38.46,27.36,35.63,27.62,35.02,27.2,31.3,27.32,29.77,25.34,30.44,24.0,29.37,22.91,28.14,22.79,28.25,21.94,28.08,21.38,28.4,21.15,28.25,20.76,28.25,19.96,28.77,19.98,29.23,19.13,28.71,18.04,29.19,18.35,28.89,18.3,27.85,18.04,27.92,18.08,25.22
34.69,25.27,33.73,53.68,31.35,51.89,29.71,47.48,29.91,39.62,29.97,36.84,30.38,36.34,29.99,32.89,30.19,31.59,28.12,32.32,26.79,31.46,25.69,30.33,25.58,30.55,24.75,30.43,24.14,30.79,23.95,30.72,23.54,30.84,22.69,31.47,22.71,31.91,21.82,31.47,20.61,31.94,20.95,31.67,20.9,30.62,20.61,30.71,20.65,27.93
34.19,24.73,32.02,51.96,29.85,49.19,27.8,45.31,27.89,37.64,27.88,34.82,28.31,34.25,27.92,30.4,28.09,28.83,26.38,29.52,25.31,28.46,24.31,27.36,24.19,27.47,23.66,27.36,23.07,27.66,23.02,27.57,22.75,27.62,22.16,28.17,22.17,28.62,21.59,28.19,20.64,28.61,21.06,28.41,21.04,27.43,20.94,27.52,20.93,25.01
34.75,24.83,31.49,52.66,29.76,49.62,27.78,45.4,27.98,37.78,28.26,35.23,28.77,34.8,28.42,30.99,28.64,29.42,26.81,30.11,25.71,29.12,24.63,28.02,24.53,28.15,23.9,28.06,23.25,28.34,23.1,28.29,22.77,28.36,22.1,28.96,22.06,29.41,21.37,28.97,20.31,29.43,20.69,29.22,20.65,28.18,20.47,28.27,20.44,25.64
35.87,24.7,30.19,53.39,27.58,49.61,24.88,44.56,24.89,36.93,25.29,33.97,25.84,33.45,25.52,29.2,25.82,27.38,23.97,28.08,22.88,26.86,21.75,25.7,21.65,25.72,21.05,25.62,20.37,25.89,20.35,25.78,20.06,25.79,19.39,26.39,19.39,26.87,18.79,26.39,17.66,26.83,18.2,26.63,18.25,25.52,18.11,25.61,18.09,22.88
34.73,24.26,31.05,53.89,28.58,51.27,26.92,46.28,27.44,38.0,28.08,35.04,28.84,34.64,28.53,30.86,28.93,29.46,26.68,30.25,25.38,29.42,24.14,28.3,24.06,28.56,23.29,28.5,22.48,28.87,22.44,28.89,22.0,29.09,21.1,29.9,21.11,30.35,20.19,29.96,18.65,30.44,19.22,30.21,19.24,29.04,18.92,29.15,18.94,26.03
35.86,24.61,31.56,54.96,28.21,52.14,25.8,46.85,26.0,38.44,26.35,35.17,26.99,34.58,26.64,30.42,27.01,28.76,24.73,29.53,23.36,28.46,22.11,27.21,22.02,27.38,21.25,27.25,20.45,27.62,20.48,27.54,20.07,27.66,19.19,28.39,19.27,28.87,18.39,28.41,16.86,28.89,17.53,28.63,17.58,27.4,17.32,27.49,17.39,24.28
35.39,25.72,33.23,55.38,30.3,53.02,27.96,48.05,28.09,39.84,28.25,36.59,28.79,36.02,28.37,31.81,28.67,30.15,26.36,30.97,24.9,29.86,23.61,28.61,23.5,28.78,22.67,28.66,21.9,29.04,21.88,28.95,21.45,29.05,20.55,29.78,20.63,30.28,19.71,29.79,18.23,30.28,18.85,30.0,18.87,28.74,18.61,28.82,18.68,25.53
37.17,28.1,35.25,57.3,31.68,55.01,29.12,50.25,29.15,41.93,29.27,38.25,29.8,37.63,29.32,33.29,29.65,31.62,27.24,32.49,25.75,31.32,24.42,30.08,24.26,30.2,23.45,30.09,22.69,30.5,22.76,30.36,22.38,30.43,21.4,31.14,21.56,31.68,20.66,31.15,19.18,31.62,19.88,31.35,19.95,30.04,19.73,30.13,19.84,26.78
